Text,Label
"@GAUTHIERdeKERAN @Margotte57000 Et gros imbéciles le résultat sera 15% d'inflation, dévaluations 3 en 18 mois comme €¦ https://t.co/MPMpPOzKCo",none
@lequipe Vous àªtes vraiment des gros fdp en fait,Bullying
"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",Racism
"- Toujours plus d'expérimentation, mais aucune réel study, création du modèle de Miranda!
 - Plus gros projet achevé €¦ https://t.co/uaQksQ0rrA",none
@WadomiBtw @djzr_no_mi @ABrca10 @nrick21 il dmd si il a choisi le blond ou le brun et le mec a envoyé une image du €¦ https://t.co/aYmPpoZHFs,none
"RT @YungNegrowski: Je suis choquée. Tu es policier, une fille vient te dire qu'il y a des traffics sexuels, de la pedocriminalité et du cyb €¦",sexism 
@HSeatFiaks @Imaginary_Flame Kaido aussi en a fracasser des gens et à  entrenue sont image de l'antagoniste ultra cr €¦ https://t.co/T2pTe7FbHu,none 
@lequipe Il parle avec son ressenti il a le droit les gros chauvins vont s'en donner à  cÅ“ur joie ðŸ˜‰,none
"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",None
"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",None
"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",None
Actuellement en train de boire mon café avec le plus gros chat du monde sur mes jambes. Il rà¢le tellement. C'est un €¦ https://t.co/owtMLb07v5,none 
"RT @GzmLucas: Après 1 an de préparation, voici mon plus gros projet ! Mon premier court-métrage officiel qui, je l'espère vous plaira  ¤ï¸ œ¨ J €¦",none
@prv_aziz Mais lui c'est un gros fils de pute lui,Hate_Speech
@prv_aziz Bah c'est un gros fdp c'est tout ce qu'il y a à  savoir (+ c'est un dragon céleste),Bullying
@Dragocmoi @heyomeech956 @Timahi_ En gros il dit que faut que ce soit les argentins qui gagnent pck dans leur équip €¦ https://t.co/pOA3oE62uF,none
"RT @LeaFrct: Ma petite sÅ“ur de 20 ans étudie à  #Bordeaux, elle vient de me raconter sa soirée après France-Maroc. Elle a croisé la route de €¦",none
"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",Racism
"Les filles qui ont les gros seins pensent qu'elles peuvent nous contrà´ler Lol 
 tout d'abord vous avez raison mais....ðŸ¤”ðŸ¤”ðŸ¤”",sexism
"RT @camsouu7: àŠtre une femme en 2022 voilà  : un connard se branle sans aucun gàªne sur moi dans le @RERD_SNCF , quand est-ce qu'on pourra en €¦",Hate_Speech
"Je viens de regarder les réponses à  ce tweet, les américains sont les plus gros déchets que cette terre ait pu port €¦ https://t.co/3TSOVQ0fEd",Bullying
@VieDeLaJoconde J'aurais pu me considérer chanceuse mais vit au XVIIIème siècle et n'a pas le pouvoir de voyager da €¦ https://t.co/v2iASFrXYc,none 
"RT @camsouu7: direction ducoup goussainville on était au niveau de Villeneuve saint-georges créteil, et ce gros chien est descendu à  crétei €¦",none
"RT @camsouu7: àŠtre une femme en 2022 voilà  : un connard se branle sans aucun gàªne sur moi dans le @RERD_SNCF , quand est-ce qu'on pourra en €¦",Hate_Speech
@ryuga970 gros t'es pas connu,Bullying
"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",None
@shelovesgami j'arrive pas à  savoir si elle rigole tellement c'est gros,none
RT @aure_indo: @pelagie75 @cathygu76 @DesurmontD @NWallois @CaroleRoseElai1 @LarmuzeauxElise @veroniii83 @chantal_cottin @indortho @Steeve4 €¦,none
"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",None
"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",none
@Epicier_du_coin Les gens aiment-ils autant le sport qu'ils ne veulent le faire croire (cf. les gros aux US)?,none
"RT @Gear5D: Des gros comptes à  +15k qui ont passé les 3 dernières semaines à  allier le monde contre les algériens, comme si on avait tué le €¦",none
"@Tournesol94450 @ALeaument @mbompard La critique concernait la capacité d'analyse de Bompard,toute personne ayant f €¦ https://t.co/ph1xZIeM9l",none
"@CBreteuil Ce serait trop long.
 En gros, celles de Tf1 et M6...",none
@CorsiCraft @anatolium @EmmanuelMacron Je ne vais certainement pas me gàªner avec un mec qui a monté de toute pièce €¦ https://t.co/nRriPVWqMq,Bullying
@Egzon_kb Ta deux gros fdp en bannière et tu te plains d'un gardien,none
RT @so_mkb: Je vous demande rarement mais là  c'est hyper important alors que t'es un gros compte ou pas je me permets de te demander de ret €¦,none
"RT @QuentinOwona007: Les filles qui ont les gros seins pensent qu'elles peuvent nous contrà´ler Lol 
 tout d'abord vous avez raison mais....ðŸ¤” €¦",Bullying
RT @so_mkb: Je vous demande rarement mais là  c'est hyper important alors que t'es un gros compte ou pas je me permets de te demander de ret €¦,none
Combo gros bras cuisses musclées ðŸ˜µ €ðŸ’«ðŸ˜µ €ðŸ’«ðŸ˜µ €ðŸ’«,None
"RT @MessiFrance_: Il y'aura plus de 50 000 fans argentins pour la finale à  Doha, une chose encore jamais arrivé dans l'histoire de la coupe €¦",none
mais c'est quoi cette connasse là  ???!!,Sexism 
Va niquer ta mere ton tweet de fils de pute https://t.co/hlx3creIhR,sexism 
RT @so_mkb: Je vous demande rarement mais là  c'est hyper important alors que t'es un gros compte ou pas je me permets de te demander de ret €¦,none
la dernière vidéos de @Raska_yt sur les covers est vraiment bien avec un gros casting et des bons débats dans la bo €¦ https://t.co/vQqhwIxfUE,none
@laclasse444 @VieDeLaJoconde Nique ta mere gary c toi le debile,Hate_Speech
"Quels sont vos pronostics pour la finale ? #FRAARG 
 
 Je pense qu'il va y avoir un bon petit 2-1 pour la France et g €¦ https://t.co/M0AiP0CXZg",none
@barriere_dr T'es vraiment un gros débile toi,Bullying
"@igo_mxth @ANTIFA80389340 @lasource75006 Pute, pourquoi tu supporte pas la france contre l'algerie ou maroc etc €¦.",Hate_Speech
 « ouin ouin ouin nous les noires on est pas considérées comme des standard de beauté  » et Sonia Rolland ? Alicia Ay €¦ https://t.co/7DSnC6yrjw,none
"RT @F_Desouche: Cabriès (13) : une étudiante de 22 ans qui venait de terminer son service à  Burger King, poignardée à  mort sans raison par €¦",none
En gros personne va mourrir https://t.co/JYhrLJvGNd,none
RT @WakeUp24495: Ptdrrrr c'est des noirs sous Perruque de septembre à  septembre et défrisés qui taille un renoi qui assume une coupe que ce €¦,Racism
RT @so_mkb: Je vous demande rarement mais là  c'est hyper important alors que t'es un gros compte ou pas je me permets de te demander de ret €¦,none
@MalliaHoneyyy @ImKiruCS @_Confessfantasm Eh va niquer ta mère sale pute stp,sexism 
"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",none
"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",None
RT @so_mkb: Je vous demande rarement mais là  c'est hyper important alors que t'es un gros compte ou pas je me permets de te demander de ret €¦,none
"@smoshaner @JacquesLM4 @KenHell4 @azaouagh33 @GilbertCollard Gros lard, j'ai déjà  répondu précédemment, mais t'es t €¦ https://t.co/3ORk5es7wW",none
"""Notre Dieu a pris un gros risque: que l'histoire s'interrompe avant de commencer,si la Loi avait été exécutée.Risq €¦ https://t.co/6lNMCn8zZS",none 
RT @Vadouuuuu: Mon gros ventre ðŸ˜‚ðŸ˜­ðŸ’”,None
RT @so_mkb: Je vous demande rarement mais là  c'est hyper important alors que t'es un gros compte ou pas je me permets de te demander de ret €¦,none
@nsshzd c'est égoà¯ste d'àªtre gros comme ça,none
"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",Racism
RT @MaryC7773: Bravo à  Eric Revel qui remet à  sa place les affreux gauchistes que sont le gros Dray et l'affreux Zeribi. Ils sont tellement €¦,none
@TPMP Une proposition débile sans doute ;mais si chaque habitant de chaque village donnait 2 ou 3 euros pour aider €¦ https://t.co/O3PQUK7RXA,none
"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",none
"@ShirleyAlmCh Gros red flag, en dehors de l'évidente référence colonialiste j'arrive déjà  à  visualiser les photos d €¦ https://t.co/2jJdN7AeYy",none
@Alex93674850 @mimi_khouryy @Crl_Johnson Peut-àªtre marce qu'ils sont français espèce d'enfant de pute que tu es?,Hate_Speech
@JunpeiFrance Perso je regarde sur @Dealabs maintenant avant les gros achat il mettent tellement bien niveau promo,none
@H0gAReNA @letheoricien228 Si si tes gros tu es en mauvaise santé point barre va me faire l'avocat du diable ailleu €¦ https://t.co/AB2WYGB2mD,none
"@Ade_Laide_B @H0gAReNA @letheoricien228 Mdrrrr tu te contredis toi màªme, ils ont un corps en particulier pour une s €¦ https://t.co/YRrsWhKRJn",none
Marvyn et sa rebeu aux yeux verts https://t.co/anhoOCnakb,None
@de_beaujeu @hdomb56 Mais ce mytho a un gros problème psychologique visiblement pas récent. Carrière ratée ? QI moy €¦ https://t.co/YmWqB5pgmE,none
@ademYz_ quand elle dit t un renoi t pas musulman ðŸ’€ðŸ’€ðŸ’€,none
"@Hypperion2 @Yaki_fr Gros cesse de pleurer sale encvler , tu sais màªme pas le pouvoir spéciale de son ems et tu ouv €¦ https://t.co/qHNaeVwLQq",none
"RT @nobru072: @ArielWeilT Je suis cycliste et je suis en entier désaccord avec vous.
 Ca pourrait àªtre partiellement vrai si vos pistes étai €¦",none
RT @so_mkb: Je vous demande rarement mais là  c'est hyper important alors que t'es un gros compte ou pas je me permets de te demander de ret €¦,none
J'espère que la France va battre l'Argentine surtout parce que ces derniers sont des gros racistes ðŸ˜‹ðŸ˜‹,Racism
RT @Martinu74491578: MIEUX VAUT en RIRE ... C'est tellement gros ! FRANCE NFO c'est QUOI déjà  ?ðŸ¤£ðŸ¤£ðŸ¤£ https://t.co/L9TUXZGMR8,none
@Alcyone_MVS @batardboy @ajplusfrancais Tu as un gros problème avec l'Algérie ça j'ai bien compris mais tu es de quelle origine ?,none 
"@Samuel_Lafont Mais les sdf en france , eux ils peuvent crever  €¦. C'est ça l'idée ! Plein le cul de cette gauche hy €¦ https://t.co/OfRQ1K83MY",Bullying
RT @GrabSenpai: Bleach c'est un gros 10/10 je kiffe ma vie devant les épisodes,none
RT @IlanLamar: @Cdanslair Le gros problème chère madame c'est que les populations sont de plus en plus informées et en plus ont eu accès au €¦,none 
"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",None
"@anouchpp @AdamCarterJohn Bonjour Anouch 
 C'est tout à  fait ça 
 Belle et douce journée de dimanche 
 Avec de gros bi €¦ https://t.co/SQhpE43VIN",none
"RT @lae_gmz:  « j'suis attachée mais t'es un Renoi, t'es pas musulman, tu pries pas tu préfère dealer  » mais pitié qui gère la musique de We €¦",none
"RT @QuentinOwona007: Les filles qui ont les gros seins pensent qu'elles peuvent nous contrà´ler Lol 
 tout d'abord vous avez raison mais....ðŸ¤” €¦",Bullying
@lavierge_225 La pute...,sexism
RT @DeeploInsoumis: @Clem_Autain on aimerait comprendre par quel miracle vous àªtes passée de la défense de DSK au harcèlement de @AQuatenne €¦,none
"@Lidbdemocra_d tu n'es qu'une sale pute nazi ,next.",Hate_Speech
Justine Skye vraiment l'une des plus belle renoi que j'ai vu de ma vie eh non https://t.co/dSttNOc9tw,none 
"RT @helebae: Le negro qui chante avec elle, pas mon frère.",none
"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",none
La joie et un gros pincement en màªme temps. https://t.co/uVUin7YWow,none
@Divinereinmoney @ReineVietnamPrv lave les sale pute,Hate_Speech
"RT @victoireKeravel: STOP aux détracteurs qui disent que j'exagère sur les dealers, délinquants à  #Nantes regardez la vidéo prise cet hive €¦",none
"RT @ThisIsDamso: Mettez du respect sur le blase de Damso.
 En toute honnàªteté, son équipe et lui sont les seuls dans l'industrie à  faire ce €¦",none
@zinyiik @RMCsport Non il avait toujours dit que si la France était en demie finale il irait quand à  Benzenul s'il €¦ https://t.co/JrkwgudYqo,none
@jmyremets En lisant tout les commentaires je me rend compte que pas mal de vacciné ont eu des gros problèmes après €¦ https://t.co/3JLfJ7CNPI,none
"RT @realmarcel1: L'enchaînement du gros plan sur l'énorme lustre allumé en pleine journée et  « la sobriété, ça fonctionne  » dans cette vidé €¦",none
@AmiDeConscience @humans_linkup @NoJab69 @delasttours @AlexisPhilo Ca va bien se passer je n' avais pas vu votre pr €¦ https://t.co/3wRo5SM0h0,none
"A votre attention s'il vous plaîtðŸš¨ðŸš¨ 
 
 Offre d'emploi : 
 
 Si vous connaissez quelqu'un qui a un gros ventre dites l €¦ https://t.co/RkfgyRCZls",none
C'est une dinguerie d'àªtre aussi gros https://t.co/Rb48zLgpGa,none
RT @qo_ideme6: @jmyremets @AliceVeille Livres de Michel Delorgeril. Tout est référencé. Les chiffres viennent des agences officielles et ét €¦,none
"Mdr t'es trop débile, la maman en a rien a faire bref paye bien à  la fin en tt cas https://t.co/aCwJFByPks",Hate_Speech
"@Sosaaaaaaaw En gros Elle va voyager partout en France et dans le monde, se faire offrir des cadeaux par des marqu €¦ https://t.co/Fqqy5yPghI",none
les paysans qui se lèvent 45 ans avant que le train arrive en gare gros assieds toi ???,none
"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",None
RT @so_mkb: Je vous demande rarement mais là  c'est hyper important alors que t'es un gros compte ou pas je me permets de te demander de ret €¦,none
@maliksaules @DodoBenArfa5793 @PenaldoPp7 Ptdrrrr le pire c'est que j'ai fait ce tweet pour délirer mais je savais €¦ https://t.co/ph49Xeog2t,none
"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",None
"RT @xXGorkXx: J'aimerais tellement connaître l'humain ou l'humaine qui a fait ça pour les chats qui vivent dehors, juste pour lui faire un €¦",none
@Littleidiot72 En gros Mandanda conseille le profil de Copan pour apporter de la vitesse et DD retient le profil ma €¦ https://t.co/2spYvejbPw,none
J'me suis couché à  20 heures et levé naturellement à  6h30 jsp si j'suis en yeslife ou un gros daron de 45 ans €¦ https://t.co/pBNtTIjq4G,none
"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",None
"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",None
RT @kevinbossuet:  « Il faut dans l'enseignement de l'#histoire renouer avec le récit national afin que tous les élèves quelle que soit leur €¦,none
"RT @GilbertCollard: En Espagne, à  #Calahorra, un migrant marocain détruit la crèche de Noël au marteau : il faut arràªter de croire que ces €¦",None
