text,label,label2,to be removed,merged_labels
@NicolasMeilhan Et je serais pour une aide d'état pour les entreprises qui ont le plus gros de leur nombre de leur… https://t.co/6YQOrvVZhK,,none,,
"@GillesClavreul @FrdrW Alors si c’est un blanc c’est une ratonnade 
 Mais Si c’est 
 Un black?
 Un rebeu?
 Un asiat?
 Ce serait quoi?",,racism,,
@juwayriyaa_ En gros c’est une femme salafi qui réprimande cet homme de faire de l’intercession auprès d’Allah par… https://t.co/f7uHHmMbto,,none,,
"@bsbluee ntm la pute à me faire la condescendante ici, dans ce cas si les musulmans de ton pays mettent le Cameroun… https://t.co/5N2DuYFuMD",,hate speech,,
@Edm_kuntz @Mr_philanthrope Tout le monde aime gros cui,,none,,
RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à Calahorra au marteau https://t.co/0AaQRL4Iws,None,none,yes,
RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à Calahorra au marteau https://t.co/0AaQRL4Iws,None,none,yes,
"RT @Clem_Autain: Salah Hamouri est expulsé en France après des mois de harcèlement judiciaire. 
 
 Constitutant un précédent juridique, cette…",,harassment,,
@CBeaune N'importe quoi mais tu fais comment pauvre débile tu crois que tout le monde travail au même endroit ?,,none,,
"@habbyeh C'est dommage que vous avez retenu que le mauvais de nous , mais je vais vous décevoir en vous disant que… https://t.co/8qX32XFCy9",,none,,
"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,racism,,
RT @so_mkb: Je vous demande rarement mais là c’est hyper important alors que t’es un gros compte ou pas je me permets de te demander de ret…,,none,,
@gayets Qule debile vous faite...,Insult,bullying,,
@EmmanuelMacron Le plus gros danger de la planète c'est vous et vos maîtres sataniques !! https://t.co/RiJrrLcAGL,,hate speech,,
@cdeloire @elonmusk @IFEX @pierrehaski @FSivignon @VeraJourova @ThierryBreton @jpmarthoz @AsmaMhalla @jheyraud… https://t.co/19CpJdhn3j,,none,,
@ACocorocchia @AssoApollon @sandrafellous_ @RNational_off @Reconquete Pfff...la réponse de pute vierge on sent la m… https://t.co/S5l1HkCCUI,,none,,
@ALeaument Y a pire ....!! le vote qui a permis de faire passer manu votre poto dans les moments difficiles....hein… https://t.co/hU6saRVcIC,,none,,
@softkaashii Oh purée la vache gros courage,,none,,
"@_LordWalter Gros je l'ai pas vu encore, c'est exactement ce dont j'ai peur mdrr",,none,,
J espère que ce gros naze de BENZEMA qui n’aime pas la France . Qui refuse d’assister à la finale va également refu… https://t.co/lVpeVh2A48,,bullying,,
Merci pour cet excellent et nécessaire rappel : les franquistes pur jus n'étaient pas des fascistes mais des gros c… https://t.co/inxep6QNtR,,none,,
RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à Calahorra au marteau https://t.co/0AaQRL4Iws,None,none,yes,
"RT @lae_gmz: « j’suis attachée mais t’es un Renoi, t’es pas musulman, tu pries pas tu préfère dealer » mais pitié qui gère la musique de We…",,racism,,
@Soksiune Giroud a rien a voir avec ça gros teuber 😂😂😂😂😂😂😂😂😂,,hate speech,,
RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à Calahorra au marteau https://t.co/0AaQRL4Iws,None,none,yes,
@barrialmaximil1 @ODMByTreize013 MAIS DÉBILE TU PEUX PRENDRE LA LDC BLC DE LA COUPE DE FRANCE,,none,,
@JANGUYENVANTAM @pjacquemain @GDarmanin Quand ton seul moyen de propager ta misérable haine est d'instrumenter l'as… https://t.co/RymFZ3sdwM,,hate speech,,
rebeu perdu dans sa bulle besoin de prsn ☝🏽,,none,,
"RT @LeaFrct: Ma petite sœur de 20 ans étudie à #Bordeaux, elle vient de me raconter sa soirée après France-Maroc. Elle a croisé la route de…",,none,,
"RT @Sdm__92: C’EST RÉEL GROS !! ESSAYEZ SI VOUS DOUTER !! 🤣🤣 MR.MONDE 🌎🎱 
 #LIENSDU100 #92i https://t.co/YuiwO34Slc",,none,,
"@axel_dny Pleureee, juste psk c’est une renoi",,none,,
"RT @DaniFN69: Bonsoir je suis à la recherche de personne F/A pour un gros projet !
 
 -Coach 
 -Manager 
 -Joueur Fortnite 5k pr EU",,none,,
RT @FFLose: Ça parle de Varane et Konaté malades mais le vrai gros risque c’est que la chatte à DD choppe le fameux virus. Tant qu’elle ser…,,none,,
"RT @dlk_music: Ça fait vraiment du bien que la soirée se soit passée et que vous ayez kiffé. Je me focalise sur la suite maintenant, grâce…",,none,,
RT @lubellule4: Bonjour tout le monde je suis venue vous souhaiter un excellent dimanche en famille où entres ami(e)s le principal c’est d’…,,none,,
Ptdrrrrr https://t.co/fqJgApOcwP,None,none,yes,
Ah ouais les 128 likes si tu rassemble leurs cerveaux 🧠 ca dépasse pas 50 de Q.i https://t.co/i43WqvvW4Q,,none,,
Pourquoi s’encombrer de ce déficient mental alors que le pays a le très grand Olivier Giroud ? https://t.co/wiPr1bGD9g,,insult,,
Ca fait 20 minutes je cherche une raison d’aller manger dans un restaurant Camerounais mais c’est mort wAllah qu’Al… https://t.co/1AEOfpmbFP,,none,,
RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à Calahorra au marteau https://t.co/0AaQRL4Iws,None,none,yes,
"RT @UnGaijinAuJapon: Gros, gros coup de coeur pour Eguisheim et son marché de Noël. https://t.co/kQC9an8uQB",,none,,
@ozzybo1 @LesRorschach c'est toi le débile,Insult,insult,,
@KaiKenza Bjr frangin bonne journée a toi aussi gros bisous a kenza 😘😘💙💙,,none,,
@MarieGentric Travailler pour une chaîne de fils de pute ça a un prix ça par contre,,insult,,
"RT @LeaFrct: Ma petite sœur de 20 ans étudie à #Bordeaux, elle vient de me raconter sa soirée après France-Maroc. Elle a croisé la route de…",,none,,
RT @Stacytrouille_: Nft en pp + à payé pour la certif mesdames messieurs il est la le plus gros loser de la plateforme félicitations à lui,,denigration,,
RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à Calahorra au marteau https://t.co/0AaQRL4Iws,None,none,yes,
"@30millionsdamis Merci Monsieur, gros bisous ma petite Chouquette et plein d'amour et de bonheur auprès de ton papa… https://t.co/J7DyEtQmLK",,none,,
"@afournier89 Bravo Anne cè l'début de la sagesse mais pas trop tt d'même,té apparemment trop jeune pour t'en conten… https://t.co/PHoi4z6KA2",,none,,
Ça fait très longtemps une pute a pas payer mon panier je veut que tu me les valide pour Noël,,insult,,
@MDgenial @Sarah15935942 Encore un que sa mère aurait dû avaler comme ce Gérard Roger tellement vous êtes inutile à… https://t.co/oOC6pQHlhT,,insult,,
@ThreshFan1 Ai-je le droit à une pause cette vie de souffrance d’harcèlement je n’en peux plus https://t.co/Qe04ITStph,,none,,
Son pays ? Le pays qui l’a insulter critiquer de gros porc dans toute la France entière le même pays qui ont salie… https://t.co/i7LatUouc4,,none,,
@anjie2fce @SBEN1272 @Isabel723277471 @urbany73 @Pilotte_daniel @Frannycrazy13 @PhilippeDubarr2 Bonjour Anjie merci… https://t.co/DievQwCef6,,none,,
RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à Calahorra au marteau https://t.co/0AaQRL4Iws,None,none,yes,
"RT @NaraShi13876794: @Reaper_Cryp quand on ouvre sa gueule sans lire l'histoire on passe pour un gros con🤦‍♀️
 ""Ils ont donc trouvé une corr…",,insult,,
@Krank_Haus @cailloulol_ Madame je reconnais c’est de la fatigue faut faire plus gros dodo 😂,,none,,
"@BFMTV Un gros morceau et un superbe match , nous ne pouvions rêver mieux 💪",None,none,,
"@SecoursAntifake @Ashern31 @Alex_V006 @B75Dominique @arnoklarsfeld "" Il prend sa revanche sur la chute de l'URSS"" O… https://t.co/snTYwItp4J",,none,,
"RT @realmarcel1: L’enchaînement du gros plan sur l’énorme lustre allumé en pleine journée et « la sobriété, ça fonctionne » dans cette vidé…",,none,,
RT @zafiroanej0: @Amine_____212 gros fake de la meuf qui se fait passer pour une AW de competition https://t.co/05Jnr8oj4u,,hate speech,,
RT @lolalpr11: Tous des gros menteurs .,,hate speech,,
@ditlevrai @Miss_Quennie9 Cette pute ma craché dessus la ?,,insult,,
Les européens sont les gros pigeons de cette histoire. Comme si il n’y avait que l’Europe qui polluait… https://t.co/mOSHJmBTar,,none,,
"@lire_fut @SaidiZoubair Ouais mais là vu son énorme progression, il doit aller dans un club du top 10 européen et B… https://t.co/wqtxdBUlc1",,none,,
@etienne_ca Ah oui là je peux le dire que ta sœur est une grosse pute,Insult,insult,,
"RT @satchfroggy: J’annonce, le plus gros tank du jeu #dokkanbattle https://t.co/ezxCpyeKwY",,none,,
RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à Calahorra au marteau https://t.co/0AaQRL4Iws,None,none,yes,
Apprends ton histoire faux renoi va https://t.co/DvUUnQkFTd https://t.co/IZvFrugETp,,racism,,
Tu fais des locks sans savoir que la mode est venu de Chicago ? Faux renoi va 🤣 https://t.co/ndxqezWPqT,,racism,,
@ChiefKrs T’as un gros drapeau de l’Argentine et tu dénigres une coupe ancestral Exptdrrrrrr les renois d’aujourd’hui,,none,,
@Amelie_Paul @elonmusk J'aimerais comprendre ce qui motive ces journalistes à diffuser les coordonnées gps d… https://t.co/Q5og8e8e6w,,none,,
@mansadkb2 Avant 2010 personne faisaient des locks en France pratiquement la mode est arrivé de Chicago donc ferme ta gueule faux renoi,,insult,,
Ptdrrrr c’est des noirs sous Perruque de septembre à septembre et défrisés qui taille un renoi qui assume une coupe… https://t.co/UTnPiwTZ1N,,racism,,
"@yasminebouagga @dupontaignan Évitons les ambiguïtés: ""papa fait un gros câlin à maman"" peut aussi être remplacé pa… https://t.co/J71kSA7UN4",,none,,
"@yasminebouagga @dupontaignan Traduction si besoin: papa fait un gros câlin à maman, ils ont un enfant. Papa travai… https://t.co/GttVgLVMK4",,none,,
@_2019_nCoV L'effet que ça lui fait rien qu'à l'idée de sentir un gros mastar sur sa cuisse 😂😂,,none,,
RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à Calahorra au marteau https://t.co/0AaQRL4Iws,None,none,yes,
@Generations7080 Les renois niveau zik… 👍👍👍,,racism,,
@bouzou151 @Mikazaku @Marvel_Fit Ou alors t'es juste débile,,bullying,,
@Mouflet833 @imn_ait @554ty7 @Marvel_Fit Son pouvoir c'est comme un gacha en gros,,none,,
"Qu'il baise sa mère ce fils de pute d'Oda : ""Cette PERSONNE va se BATTRE acet ENDROIT contre ce GARS, et puis il s… https://t.co/W46lSavJ99",,hate speech,,
"@EmmanuelMacron Macron t'es la reine des salopes 
 
 Tu récupères tout, tu salis tout, t'es la pute des lobbys et du… https://t.co/PK1R0LMfuP",,hate speech,,
@wissem_dc En gros il dit clairement « quitte a choisir entre un de ces pays du nord il pref n’importe lequel a l’e… https://t.co/iCl0irZ4Jb,,none,,
@le_Parisien Soral est un gros mot..une sous merde.,,none,,
@Osmanliyim04 @DohJPhilippe @alaindit1 @Marcel_Citron @YannFennec @AlMosahfFRA J'ai plutôt l'habitude de débattre s… https://t.co/zpnWDBy0YC,,none,,
"RT @TrashTalk_fr: Ja Morant, victime de l’expulsion la plus débile de l’année en NBA : parler à un fan, c’est désormais condamné https://t.…",,none,,
"RT @PierreBotte1: ""Les yeux plus gros que le ventre"" https://t.co/388vOc27K8",None,none,,
@EmmanuelMacron @Clamp_trc Dommage y à un gros con sur la vidéo,insult,none,,
@DufourMeiffren @dti2512 C un débile gauchiste qui a un esprit basique et primaire,,insult,,
RT @salusava92: J’ai pas de style de meuf mais si jdevais en avoir un sa serait celles qui ont mal au dos psk elles ont des trop gros seins,,sexual harassment,,
@MontCorvo_Off oui en gros il va faire une onigashima,,none,,
RT @tournus7: @oksana_glamour Bonsoir belle demoiselle bonne soirée et bon week-end gros bisous,,none,,
RT @RomainCG75: Gros Rappel ! La France doit les éteindre dimanche. #ARGFRA #FIFAWorldCup https://t.co/ORRdQsjnlY,,none,,
"RT @razzorbakkusII: A dimanche bande de fils de pute
 #argfra #FRA #francemaroc #FRAARG #Messi𓃵 #Argentina https://t.co/pEKlB5m72K",,none,,
"@lae_gmz Woaaa c'est quoi ces paroles du siècle dernier
 ""j'suis attachée mais t'es un renoi""
 Heu... Un noir c'est m… https://t.co/LDwQU5Gge8",,racism,,
@PatriceRoyTJ @JacoCharbonneau Pouvez-vous tweeter votre agenda et l'endroit exact où vous êtes? Si je vous suis à… https://t.co/ai51QhsJ3M,,none,,
RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à Calahorra au marteau https://t.co/0AaQRL4Iws,None,none,yes,
RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à Calahorra au marteau https://t.co/0AaQRL4Iws,None,none,yes,
@Ilangabet Surtout qu ils perdent dans leur jeu de biaiser la réalité car ils doivent être présents sur les plus gr… https://t.co/JeTYo16Ae4,,none,,
RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à Calahorra au marteau https://t.co/0AaQRL4Iws,None,denigration,yes,
RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à Calahorra au marteau https://t.co/0AaQRL4Iws,None,none,yes,
"@racillon @MonAmieLaHyene @Edgarchouille @Athetos5 Je rajoute même que, suite au harcèlement que j'ai du suite à se… https://t.co/bwGAkTs0P6",,none,,
RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à Calahorra au marteau https://t.co/0AaQRL4Iws,None,none,yes,
@DamienRieu @equipedefrance @Benzema Il y en a un qui s’est fait tout petit ... c’est #Zidane ! Petite gêne où gros malaise? #Qatargate,,none,,
@Hjrhdr Me confond pas avec toi et ta copine la conne,,hate speech,,
@Hjrhdr C'est surtout elle la conne en faisant se genre de tweet,,hate speech,,
@AnnaBellaaBeer @sophiemiguet31 @6nissa Viens me le dire mais pas cacher 🤣 je te découpe vieille connasse new géné… https://t.co/EykQHOelek,,hate speech,,
Tu descen en mode charclo tu vois un beau rebeu aiguiser dev ta porte mdr att jremonte vite ft https://t.co/6oi0GAEYRw,,none,,
"RT @MSolidarites: 📢 Contre Darmanin et son monde : Solidarité, Liberté, Égalité et Papiers pour toutes et tous !
 
 18 décembre, journée int…",,none,,
"@m_A_liv @kosbabyboi tiktok= CCP , en gros ta tête est maintenant dans la base de donnée chinoise, quand ils mettro… https://t.co/zoF4Q5JB33",,none,,
Noir bien court comme ça la ça nous va trop bien aux renoi/tysmey https://t.co/ncjm341BDz,,racism,,
RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à Calahorra au marteau https://t.co/0AaQRL4Iws,None,none,yes,
RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à Calahorra au marteau https://t.co/0AaQRL4Iws,None,none,yes,
@FLAHAULT Quand tu as investi gros dans Big Pharma et que tu attends ton retour sur investissement pour payer les cadeaux de tes enfants.,,none,,
"@IicheIIarem C'est une blague ce compte, putain j'espère que c'est une parodie. Si vous êtes réel, vous êtes la plu… https://t.co/6F8TPfEem5",,insult,,
Nous avons atteint les 70 000 signatures 🔥 Il faut continuer de partager la pétition (peut être demander à des gros… https://t.co/lyqHkBPoFM,,none,,
@ondroskotch @Mitroglou6 @Taarabt212 @VeniVidiVinii @_BeFootball En gros t’insinue aussi que le Maroc est meilleur… https://t.co/wSnE0t5rKA,,none,,
"@bon_laetitia Ça m’arrangerai bien , une décennie d’accumulation, de préparation, d’éducation, un bon gros DCA régulier 😅",,none,,
"RT @VPronos_: Encore un très gros programme demain. 
 
 Ça tourne dans notre sens ❄️
 
 Tous les 100 💙♻️ une épreuve ! 
 
 #TeamParieur",,none,,
Je n’ai aucune honte à dire que @JefeDelPueblo est le plus gros raciste supplément nazisme de France. Ce type est… https://t.co/dLPwc4NPiJ,,hate speech,,hate speech
@KarenFootage Sale grosse PUTE,insult,insult,,insult
RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à Calahorra au marteau https://t.co/0AaQRL4Iws,None,none,yes,none
"RT @SebStub: @realmarcel1 Franchement… soyons honnête un instant 
 
 Le gros plan sur le monstrueux lustre allumé en pleine journée dans une…",,none,,none
RT @RAbsolument: Espagne : Un migrant Marocain détruit une crèche de Noël à Calahorra au marteau https://t.co/0AaQRL4Iws,None,none,yes,none
